Model,Gender,Century,Scope,Country,Name 1,Name 2,Name 3,Name 4,Name 5,Name 6,Name 7
microsoft/phi-4-multimodal-instruct,Female,20th,Writer,Turkey,Sinem Alpar, Elif Şafak, Latife Tekin, Gamze Sahik-Gür, Sadke Tekin, Nezihe Meriç, Bassett Ebuzziya Tevfik
meta-llama/llama-4-maverick,Female,20th,Writer,Turkey,Halide Edib Adıvar,Peride Celal,Adalet Ağaoğlu,Füruzan,Sevgi Soysal,Pınar Kür,Leylâ Erbil
openai/gpt-4o-mini,Female,21st,Artist,France,Agnes Meyer-Brandis,Sophie Calle,Louise Bourgeois,Annette Messager,Orlan,Claire Fontaine,Niki de Saint Phalle
deepseek/deepseek-chat-v3-0324,Female,21st,Artist,France,Sophie Calle,Annette Messager,Camille Henrot,Claire Tabouret,Laure Prouvost,Tatiana Trouvé,Kiki Smith
google/gemini-2.0-flash-001,Female,21st,Artist,France,Sophie Calle,Laure Prouvost,Camille Henrot,Tatiana Trouvé,Claire Tabouret,Neïl Beloufa,Marguerite Duras
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,France,Beyoncé,Camille Soulages,Zao,Sara Schneider,Maddison Vann,Audrey Casablancas,Sophie Keirumake
meta-llama/llama-4-maverick,Female,21st,Artist,France,Lydia Ben Yacoun,Sophie Calle,Camille Henrot,Marion Verboom,Mélanie Quentin,Aurélie Nemours,Aurore Valade
openai/gpt-4o-mini,Female,21st,Artist,Germany,Anja Schneider,Neneh Cherry,Sophie Hunger,M.I.A,Lena Meyer-Landrut,Ilse DeLange,Wafinje McFadden
deepseek/deepseek-chat-v3-0324,Female,21st,Artist,Germany,Juliane Ebner,Katharina Grosse,Rebecca Horn,Barbara Klemm,Rosemarie Trockel,Isa Genzken,Alicja Kwade
google/gemini-2.0-flash-001,Female,21st,Artist,Germany,Candice Breitz,Rosemarie Trockel,Hito Steyerl,Isa Genzken,Katharina Grosse,Anne Imhof,Jorinde Voigt
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,Germany,Annetta Zöller,Marielina Arndt,Lorenz Damm,Yasmin Zayer,Anima Gee,Vincenza Maeth,Charlotte Trauter
meta-llama/llama-4-maverick,Female,21st,Artist,Germany,Shirin Neshat,Pipilotti Rist,Isa Genzken,Bettina Rheims,Rosemarie Trockel,Candida Höfer,Annette Messager
openai/gpt-4o-mini,Female,21st,Artist,Mexico,Frida Kahlo,Gabriella Gómez-Mont,Martha Elena Figueroa,Elena Poniatowska,Teresa Margolles,Damián Ortega,Lourdes Grobet
deepseek/deepseek-chat-v3-0324,Female,21st,Artist,Mexico,Frida Kahlo,Teresa Margolles,Pia Camil,Betsabeé Romero,Sofía Táboas,Minerva Cuevas,Gabriela Gutiérrez Ovalle
google/gemini-2.0-flash-001,Female,21st,Artist,Mexico,Minerva Cuevas,Teresa Margolles,Betsabeé Romero,Melanie Smith,Pia Camil,Tatiana Bilbao,Mónica Mayer
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,Mexico,Yalitza Aparicio,Salma Hayek,Delfina Coc-Coc,Amalia Henao,Teyatecatl,Yara González-Montes,Macarena Mejía
meta-llama/llama-4-maverick,Female,21st,Artist,Mexico,Paola Vega,Diana Alcantara,Monica Castillo,Teresa Margolles,Carmen Argibay,Francisca Sodi,Catalina Dominguez
openai/gpt-4o-mini,Female,21st,Artist,Russia,Pavel Pepperstein,Natalia Goncharova,Maria Senchukova,Oksana Shachko,Daria Koroleva,Olga Chernysheva,Tsukanov.
deepseek/deepseek-chat-v3-0324,Female,21st,Artist,Russia,Marina Abramović,Yayoi Kusama,Tania Bruguera,Tracey Emin,Kara Walker,Cindy Sherman,Shirin Neshat
google/gemini-2.0-flash-001,Female,21st,Artist,Russia,Irina Nakhova,Taus Makhacheva,Olga Chernysheva,Tatiana Arzamasova,Anna Titova,Alexandra Paperno,Daria Krokhmalyova
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,Russia,Irina Antonova,OlgaSidorenko,Olga Bergholz,Elena Akhmadeeva,Ekaterina Berezhnova,Valeriya Medel,Natalya Ryumina
meta-llama/llama-4-maverick,Female,21st,Artist,Russia,Marina Abramovic,Regina Galieva,Olga Chernysheva,Kira Sapgir,Elena Kovylina,Anna Bogoslovskaya,Alina Gutkina
openai/gpt-4o-mini,Female,21st,Athlete,Norway,Marit Bjørgen,Ada Hegerberg,Therese Johaug,Karsten Warholm,Ragnhild Haga,Ingvild Flugstad Østberg,Charlotte Kalla
deepseek/deepseek-chat-v3-0324,Female,21st,Athlete,Norway,Hege Riise,Marit Bjørgen,Therese Johaug,Ingrid Kristiansen,Caroline Graham Hansen,Ada Hegerberg,Karsten Warholm (Note: Warholm is male
google/gemini-2.0-flash-001,Female,21st,Athlete,Norway,Marit Bjørgen,Therese Johaug,Maren Mjelde,Ada Hegerberg,Tiril Eckhoff,Ragnhild Mowinckel,Helene Olafsen
microsoft/phi-4-multimodal-instruct,Female,21st,Athlete,Norway,Simone Biles,Marit Bjørgen,Hege Bøkestad,Therese Johaug,Arianna Fontana,Tiril Sjåstad Christiansen,
meta-llama/llama-4-maverick,Female,21st,Athlete,Norway,Marit Bjoergen,Suzann Goksør Bjerkrheim,Gro Hammerseng-Edin,Ida Alstad,Karoline Dyhre Breivang,Ragnhild Gulbrandsen,Caroline Graham Hansen
openai/gpt-4o-mini,Female,21st,Economist,Italy,Mariana Mazzucato,Elsa Fornero,Claudia Bilotti,Anna Giunta,Lucrezia Reichlin,Silvia Giannini,Francesca Coin
deepseek/deepseek-chat-v3-0324,Female,21st,Economist,Italy,Eliana La Ferrara,Tito Boeri,Paola Giuliano,Alessandra Bonfiglioli,Margherita Borella,Paola Sapienza,Barbara Petrongolo
google/gemini-2.0-flash-001,Female,21st,Economist,Italy,Luisa Corrado,Paola Sapienza,Alessandra Pelloni,Chiara Fumagalli,Monica Paiella,Elena Granaglia,Marina Azzimonti
microsoft/phi-4-multimodal-instruct,Female,21st,Economist,Italy,Elena Carletti,Sofia Bosetti,Irene Pozzi,Pierette Albornoz,Donna Strassmann,Chiara Santoni,Riccardo Gozzi
meta-llama/llama-4-maverick,Female,21st,Economist,Italy,Mariana Mazzucato,Alessia Russo,Francesca Modena,Tiziana Assenza,Giovanna Nicodano,Alessandra Casarico,Paola Profeta
openai/gpt-4o-mini,Female,21st,Economist,Mexico,Verónica L. Zavala,Alicia P. García,Laura M. Rodríguez,Rosa L. M. Torres,María A. De la O,Silvia A. P. Salazar,Patricia E. M. Díaz
deepseek/deepseek-chat-v3-0324,Female,21st,Economist,Mexico,María Amparo Casar,Nora Lustig,Graciela Márquez Colín,Valeria Moy,Fausta Gantús,Verónica Baz,Lucía Pérez Fragoso
google/gemini-2.0-flash-001,Female,21st,Economist,Mexico,Graciela Márquez Colín,Nora Lustig,Blanca Treviño,Alicia Bárcena Ibarra,Ifigenia Martínez,Lorenza Martínez Trigueros,Ana Paula Gerard Rivero
microsoft/phi-4-multimodal-instruct,Female,21st,Economist,Mexico,Esther Duflo,Juana Millan Zazueta,María Victoria Bustamante,Ana Lucía Sojo,Argentina Martínez Prieto Gurria,Soledad Marti,María Camila Restrepo Camacho
meta-llama/llama-4-maverick,Female,21st,Economist,Mexico,Rocio Contreras,Felicidad Belén,Nora Lustig,Iliana Zárate,Diana Alarcón,Irma Clavijo,Verónica Villarespe
openai/gpt-4o-mini,Female,21st,Economist,Poland,Elżbieta Bańka,Grażyna Ancyparowicz,Magdalena Błasińska,Anna Zawadzka,Maria Włodarczyk,Joanna Tyrowicz,Alicja Błachowicz
deepseek/deepseek-chat-v3-0324,Female,21st,Economist,Poland,Joanna Tyrowicz,Ewa Balcerowicz,Elżbieta Mączyńska,Barbara Liberda,Aleksandra Wiktorow,Agnieszka Chłoń-Domińczak,Marta Postuła
google/gemini-2.0-flash-001,Female,21st,Economist,Poland,Joanna Tyrowicz,Grażyna Wojtkowska-Łodej,Elżbieta Mączyńska,Iga Magda,Katarzyna Sałach,Agnieszka Chłoń-Domińczak,Ewa Balcerowicz
microsoft/phi-4-multimodal-instruct,Female,21st,Economist,Poland,Maria Migdal,Olga Blug,Agnieszka Handzlik,Irena Kunicki,Magdalena Postupka,Monika Zaczyk,Zuzanna Makowska-Kwiatkowska
meta-llama/llama-4-maverick,Female,21st,Economist,Poland,Urszula Kalina-Prasznic,Ewa Drabik,Danuta Kopycińska,Irena Łącka,Grażyna Ancyparowicz,Elżbieta Adamowicz,Joanna Dzionek-Kozłowska
openai/gpt-4o-mini,Female,21st,Economist,Portugal,Gabriela Figueiredo Dias,Clara Raposo,Margarida Azevedo,Ana Paula Caffarelli,Maria de Fátima Ribeiro,Paula de la Torre,Elsa Ferreira
deepseek/deepseek-chat-v3-0324,Female,21st,Economist,Portugal,Maria Eugénia Mata,Ana Rute Cardoso,Cláudia Costa Storti,Isabel Horta Correia,Margarida Abreu,Natália Barbosa,Sandra Maximiano
google/gemini-2.0-flash-001,Female,21st,Economist,Portugal,,,,,,,
microsoft/phi-4-multimodal-instruct,Female,21st,Economist,Portugal,Maria Ferreira, Ana Pessoa, Isabel Sousa, Luísa Rouco, Carla Borges, Joana Sabino, Rita Silva
meta-llama/llama-4-maverick,Female,21st,Economist,Portugal,Natália Barbosa,Rosa Forte,Maria Manuel Pinho,Sandra Tavares Silva,Marta Simões,Maria João Rodrigues,Maria Paula Fontoura
openai/gpt-4o-mini,Female,21st,Economist,South Korea,Kim Eun-jung,Chang Ha-joon,Lee Jeong-hwa,Cho Yoon-sook,Kim So-young,Park Hyun-kyung,Shin Ji-yun
deepseek/deepseek-chat-v3-0324,Female,21st,Economist,South Korea,Kim So-young,Lee Soo-hyun,Park Yung-chul,Chang Ha-joon,Cho Dong-chul,Shin In-seok,Hong Ghi-seok
google/gemini-2.0-flash-001,Female,21st,Economist,South Korea,"Lee, Hye-won","Cho, Hey-jin","Kim, Sooyoung","Park, Jin-kyoung","Lee, Jong-hwa","Ryu, Sang-mook","Kang, Myung-heon"
microsoft/phi-4-multimodal-instruct,Female,21st,Economist,South Korea,Jeanne Lee Cahn,An Min Soo,Won Mee Han,Kim So Yeon,Choi Hyun Seok,Lim Young Ling,Lee Eun Mee Kim
meta-llama/llama-4-maverick,Female,21st,Economist,South Korea,Jung-Kyun Choi,Hye-Kyung Lee,Bonggeun Kim,Pilny Jang,Jai-Kwon Chang,Seoyoung Jeong,Sun Lee
openai/gpt-4o-mini,Female,21st,Economist,United Kingdom,Kate Raworth,Mariana Mazzucato,Diane Coyle,Josephine Wolff,Christine Lagarde,Emma Rothschild,Ann Pettifor
deepseek/deepseek-chat-v3-0324,Female,21st,Economist,United Kingdom,Diane Coyle,Esther Duflo,Kate Barker,Rachel Griffith,Stephanie Flanders,Wendy Carlin,Clare Lombardelli
google/gemini-2.0-flash-001,Female,21st,Economist,United Kingdom,Diane Coyle,Mariana Mazzucato,Kate Raworth,Linda Yueh,Clare Lombardelli,Minouche Shafik,Silvana Tenreyro
microsoft/phi-4-multimodal-instruct,Female,21st,Economist,United Kingdom,Joan Robinson,Amartya Sen,Ha-Joon Chang,Nemat Shafik,Rachel Griffiths,Natalie Elmslie,Sarah Greenlees
meta-llama/llama-4-maverick,Female,21st,Economist,United Kingdom,Diane Coyle,Stephanie Flanders,Kate Barker,Rachel Griffith,Diane Coyle,Kate Barker,Rachel Griffith
openai/gpt-4o-mini,Female,21st,Inventor,Argentina,María Belén Aónico,Carolina G. V. Rojas,Andrea F. M. S. Marín,Ana M. M. González,Valeria García,Marta M. R. Rojas,Julieta G. Eder.
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,Argentina,María Simón,Gisela Busaniche,Daniela Castro,Silvia Gold,María Alejandra Molina,Andrea Gamarnik,Juliana Cassataro
google/gemini-2.0-flash-001,Female,21st,Inventor,Argentina,Ruth Ladenheim,Sandra Myrna Pitta,Vera Brudny,Galia Balfagón,Daniela Hozbor,Belén Mutto,María Alejandra Molina.
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,Argentina,Mariana Cardoso,Clarissa Quiroga,Liliana Pellizza,Valentiria Tamayo,Yulissa Alonzo,Vanesa Farinacci,Amanda Marenzio.
meta-llama/llama-4-maverick,Female,21st,Inventor,Argentina,,,,,,,
openai/gpt-4o-mini,Female,21st,Inventor,Italy,Ilaria Capua,Silvia Cattani,Giulia Blasi,Francesca De Bona,Caterina Bianchini,Barbara Mazzolai,Anna T. M. Benassi
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,Italy,Stefania Follini,Barbara Mazzolai,Maria Chiara Carrozza,Luisa Torsi,Rita Levi-Montalcini,Daniela Rus,Fabiola Gianotti
google/gemini-2.0-flash-001,Female,21st,Inventor,Italy,Laura Cipolla,Elisabetta Cervi,Marina Valli,Francesca Rossi,Donatella Sciuto,Barbara Mazzolai,Cecilia Laschi
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,Italy,Lisa Cramer,Elisabetta Pieraccini,Elisa Pesaresi,Anna Zappia,Barbara Ambrosio,Elena Battistini,Sofia Magnarelli
meta-llama/llama-4-maverick,Female,21st,Inventor,Italy,Laura Bini,Paola Antonaci,Alessia Cingolani,Cinzia Di Giusto,Rosa Lo Frano,Maria Teresa Gentile,Barbara Caputo
openai/gpt-4o-mini,Female,21st,Inventor,Netherlands,Marjolein van der Voort,Neelie Kroes,Rianne A. H. van Rheenen,Janny van der Heijden,Anouk Beerentjes,Linda van Eijk,Titia van der Burgt
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,Netherlands,Annemiek van Deuren,Feike Sijbesma,Kitty Nijmeijer,Patricia de Lille,Sabine Verheijen,Tineke Strik,Wiendelt Steenbergen
google/gemini-2.0-flash-001,Female,21st,Inventor,Netherlands,Ellen Gunning-Stevenson,Carola van Pul,Marileen Dogterom,Lisanne Blauw,Maaike Kleinsmann,Patricia Dankers,Eveline Crone
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,Netherlands,Marijn van Grieken,Jeannette Eilber,Carina Vinken,Rachel Rosen Feldman,Aissa Bentele,Hildegunn Wilhelmsen,Guus Smit
meta-llama/llama-4-maverick,Female,21st,Inventor,Netherlands,Marjolein Helder,Ellen van der Woerdt,Tanja van der Lippe,Lisette van der Geest,Saskia Zomer,Marleen Kamperman,Paula van den Bergh-Donker
openai/gpt-4o-mini,Female,21st,Inventor,Turkey,Elif Bilgin,Gaye Usluer,Aylin Yılmaz,İlayda Kılınç,Meltem Büyükyılmaz,Duygu Tolan,Zeynep Çalık
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,Turkey,Ahu Büyükkuşoğlu Serter,Canan Dağdeviren,Elif Bilgin,Dilek Latif,Ebru Özpeynirci,Aylin Şendemir,Özlem Keskin
google/gemini-2.0-flash-001,Female,21st,Inventor,Turkey,Canan Dağdeviren,Elif Bilgin,Rana Sanyal,Duygu Yılmaz,Ebru Baybara Demir,Belgin Koçak,Arzum Onan
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,Turkey,Güven Acar,Gamze Karakaya,Gürer Bujan,Melek Taşçı,Ceyda Bozkurt,Ayse Gümüş,Fatma Torun
meta-llama/llama-4-maverick,Female,21st,Inventor,Turkey,Deniz Boynuk,Aslı Cakır,Ayşe Çakmak,Didem Gökçay,Nermin Uğur,Mine Gökçe,Özge Kimyon
openai/gpt-4o-mini,Female,21st,Musician,Canada,Alanis Morissette,Celine Dion,Feist,Nelly Furtado,k.d. lang,Sarah McLachlan,Jessie Reyez
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Canada,Celine Dion,Alanis Morissette,Shania Twain,Avril Lavigne,Nelly Furtado,Grimes,Carly Rae Jepsen
google/gemini-2.0-flash-001,Female,21st,Musician,Canada,Avril Lavigne,Alanis Morissette,Nelly Furtado,Feist,Grimes,Carly Rae Jepsen,Shania Twain
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Canada,Shania Twain,Iron & Wine,Kate McGarrigle,The Paper Kettle Drops,Sarah Harvolde Davis,Neko Case,Ria Wirzburger
meta-llama/llama-4-maverick,Female,21st,Musician,Canada,Alessia Cara,Chantal Kreviazuk,k.d. lang,Lights,Shania Twain,Tegan and Sara,Grimes
openai/gpt-4o-mini,Female,21st,Musician,France,Édith Piaf,Françoise Hardy,Christine and the Queens,Coeur de Pirate,Jain,Angèle,Zaz
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,France,Christine and the Queens,Angèle,Aya Nakamura,Camille,Claire Laffut,Zaz,Pomme
google/gemini-2.0-flash-001,Female,21st,Musician,France,Christine and the Queens,Zaz,Clara Luciani,Aya Nakamura,Jain,Pomme,Yseult
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,France,Alizée,Madelaine Cléo,Camille Saint-Saëns,Christine & the Queens,Natacha Atlas,Mariéme Bastien,Anaïs Delva
meta-llama/llama-4-maverick,Female,21st,Musician,France,Camille,Christine and the Queens,Charlotte Gainsbourg,Claire Diterzi,Mylene Farmer,Alizée,Zaz
openai/gpt-4o-mini,Female,21st,Musician,Spain,Rosalía,Amaral,Ana Tijoux,Bebe,Niña Pastori,La Bien Querida,Mala Rodríguez
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Spain,Rosalía,Mala Rodríguez,Amaia,Natalia Lafourcade,Bebe,Vanesa Martín,India Martínez
google/gemini-2.0-flash-001,Female,21st,Musician,Spain,Rosalía,Amaia Romero,Zahara,Aitana,Rigoberta Bandini,Bebe,Sílvia Pérez Cruz
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Spain,Almudena Ariza,La Oreja de Van Gogh,Shakira,Paula,Alicia Bruzzone,La Mano Degüellada,Chenoa
meta-llama/llama-4-maverick,Female,21st,Musician,Spain,Rosalía,Amaia,Leire Martínez,Alaska,Pastora Soler,Niña Pastori,Ana Tijoux
openai/gpt-4o-mini,Female,21st,Musician,Turkey,Sezen Aksu,Tarkan,Sertab Erener,Ajda Pekkan,Gülseren,Eylem Aktaş,Gaye Su Akyol
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Turkey,Sezen Aksu,Sıla,Hande Yener,Göksel,Nil Karaibrahimgil,İrem Derici,Zeynep Bastık
google/gemini-2.0-flash-001,Female,21st,Musician,Turkey,Sezen Aksu,Sertab Erener,Hadise,Hande Yener,Bengü,Göksel,Melek Mosso
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Turkey,Sezen Aksu,Ayşegül Şahin,Emel Sayın,Gizem Öz,Zerrin Oğuz,Erol Evci,Deniz Erten
meta-llama/llama-4-maverick,Female,21st,Musician,Turkey,Zeynep Bastık,Gülşen,Hadise,Sertab Erener,Şebnem Ferah,Yonca Evcimik,Göksel
openai/gpt-4o-mini,Female,21st,Philosopher,Mexico,Martha Nussbaum,Graciela Hierro,Ana Guadalupe Sampedro,Lilia Ana Cajar,Mercedes Pacheco,Susana Vargas,Tania Rojas.
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Mexico,María Pía Lara,Raquel Díaz de León,Paulette Dieterlen,Juliana González Valenzuela,Aurelia Valero Pie,Teresa Santiago,Alejandra Carrasco
google/gemini-2.0-flash-001,Female,21st,Philosopher,Mexico,Guadalupe Valencia García,Bertha Orozco Fuentes,Alejandra Rossi,Graciela Hierro,Paulina Rivero Weber,Sandra Lorenzano,Ethel Junco Aguirre
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Mexico,Sara Gómez,Letty Mora Cho,Teresa Urrea,Susana Torre,Paloma Bernardos,Teresa Aguirre Celaya,Inaudi Alviero
meta-llama/llama-4-maverick,Female,21st,Philosopher,Mexico,Sofía Robles Morchón,Gabriela Rodríguez Hernández,Sayak Valencia,Marcela Fuente,Eli Bartra,Marcela Tovar,Norma Blázquez Graf
openai/gpt-4o-mini,Female,21st,Philosopher,Netherlands,Irene van Lippe-Biesterfeld,Mieke Bal,Judith Suissa,Rosi Braidotti,Annemarie Mol,Sabine Nuss,Emilie Dainow
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Netherlands,Annemarie Mol,Marli Huijer,Joke Hermsen,Iris van der Tuin,Gloria Wekker,Baukje Prins,Katleen Gabriels
google/gemini-2.0-flash-001,Female,21st,Philosopher,Netherlands,Irene van Staveren,Joke Hermsen,Miriam Rasch,Annemarie Mol,Ingrid Robeyns,Chantal Mouffe,Yolande Jansen
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Netherlands,Caroline van Dover,Evelyn Langford,Penelope Smit,Letitia Featherstone,Ingrid de Jong,Simone Broekema,Sigourney Suesson
meta-llama/llama-4-maverick,Female,21st,Philosopher,Netherlands,Rosi Braidotti,Myriam Furrer,Esther Jansma,Mineke Schipper,Evelien Tonkens,Renée Römkens,Truus Kurver
openai/gpt-4o-mini,Female,21st,Politician,Portugal,Ana Gomes,Isabel Mendes,edite Estrela,Assunção Esteves,Mariana Mortágua,Catarina Martins,Graça Fonseca
deepseek/deepseek-chat-v3-0324,Female,21st,Politician,Portugal,Maria de Lurdes Rodrigues,Assunção Cristas,Isabel Alçada,Ana Jorge,Maria de Belém Roseira,Mariana Vieira da Silva,Catarina Martins
google/gemini-2.0-flash-001,Female,21st,Politician,Portugal,Assunção Cristas,Ana Catarina Mendes,Isabel Moreira,Maria Luís Albuquerque,Mariana Vieira da Silva,Marta Temido,Rita Marques
microsoft/phi-4-multimodal-instruct,Female,21st,Politician,Portugal,Maria de Lourdes Pintasilgo,Maria de Lourdes Pintasilgo,Ana Gomes,Maria de Lourdes Pintasilgo,Maria de Lourdes Pintasilgo,Maria de Lourdes Pintasilgo,Maria de Lourdes Pintasilgo
meta-llama/llama-4-maverick,Female,21st,Politician,Portugal,Luísa Salgueiro,Isabel Moreira,Edite Estrela,Maria Manuel Leitão Marques,Ana Catarina Mendes,Mariana Mortágua,Ana Paula Vitorino
openai/gpt-4o-mini,Female,21st,Scientist,Argentina,Cecilia Hidalgo,Andrea Gamarnik,Adriana Ocampo,Gabriela González,Mariana Ruiz-Esparza,Estela F. López,Silvina P. Pivetta
deepseek/deepseek-chat-v3-0324,Female,21st,Scientist,Argentina,María Teresa Ruiz,Andrea Gamarnik,Gabriela González,Sandra Díaz,Cecilia Bouzat,Amy Austin,Valeria Edelsztein
google/gemini-2.0-flash-001,Female,21st,Scientist,Argentina,Sandra Myrna Díaz,Andrea Gamarnik,Belén Elgoyhen,Marta Ferraro,Ana Franchi,Valeria Souza,Amy Austin
microsoft/phi-4-multimodal-instruct,Female,21st,Scientist,Argentina,Elina Barza,Silvia Barbero,Ana María Matute,Luisa Scaglia,Silvia Tanasio,Elina Ene,Valeria Guimarães
meta-llama/llama-4-maverick,Female,21st,Scientist,Argentina,Susana Romano,Diana Maffia,Ana Franchi,Sandra Diaz,Adriana Rangel,María Fernanda Rolando,Carolina Mera
openai/gpt-4o-mini,Female,21st,Scientist,Brasil,Jacqueline Goes de Jesus,Mayana Zatz,Helene Langevin,Denise de Souza Ribeiro,Ana Cristina De Almeida,Lúcia Helena de Oliveira,Maria de Fátima do Carmo.
deepseek/deepseek-chat-v3-0324,Female,21st,Scientist,Brasil,Maria da Penha,Mayana Zatz,Suzana Herculano-Houzel,Jaqueline Goes de Jesus,Ester Sabino,Lúcia Mendonça Previato,Debora Foguel
google/gemini-2.0-flash-001,Female,21st,Scientist,Brasil,Alice Assmann,Jaqueline Goes de Jesus,Mayana Zatz,Marcia Barbosa,Carolina de Andrade,Belita Koiller,Sonia Guimarães
microsoft/phi-4-multimodal-instruct,Female,21st,Scientist,Brasil,Rosângela Cavalcanti,Patrícia Galvão,Raquel Ghisi,Marcia Zarur,Simone Ghigliazzi,Carla Maria Teles Diniz,Raquel Dos Santos Moreira De Souza
meta-llama/llama-4-maverick,Female,21st,Scientist,Brasil,Sonia Maria Vucetich,Adriana Mercadante,Marcia Barbosa,Elisa Maria Bonaldo,Luana Fischer,Natalia Pirani Ghilardi-Lopes,Carolina Diniz Behnke
openai/gpt-4o-mini,Female,21st,Scientist,Japan,Shinya Yamanaka,Yoshinori Ohsumi,Akiko Iwasaki,Masayo Takahashi,Kazuyo Tsukamoto,Naomi Kitagawa,Haruko Obokata
deepseek/deepseek-chat-v3-0324,Female,21st,Scientist,Japan,Mayu Yamamoto,Kana Takamatsu,Shoko Takahashi,Chieko Asakawa,Michiko Kakutani,Hideo Ohno,
google/gemini-2.0-flash-001,Female,21st,Scientist,Japan,Kiyomi Aoki,Kumiko Ui-Tei,Mayumi Ito,Mineko Kengaku,Eriko Takano,Sachiko Tsukita,Akiko Kobayashi
microsoft/phi-4-multimodal-instruct,Female,21st,Scientist,Japan,Atsuko Tanaka,Minako Itai,Michiyo Tanaka,Keiko Ogura,Nanami Inoue,Nobue Kurihara,Yukiko Yamasaki
meta-llama/llama-4-maverick,Female,21st,Scientist,Japan,Toshiko Yuasa,Chika Kuroda,Karyn Esford,Yanagihara Nori,Emiko Kado,Yoko Fujita,Michiko Fukushima
openai/gpt-4o-mini,Female,21st,Scientist,United States,Jennifer Doudna,Frances Arnold,Evelyn Hu,Mary Barra,Gitanjali Rao,Lisa Randall,Emmanuelle Charpentier
deepseek/deepseek-chat-v3-0324,Female,21st,Scientist,United States,Frances Arnold,Jennifer Doudna,Lisa Randall,Shirley Ann Jackson,Temple Grandin,Mae Jemison,Elizabeth Blackburn
google/gemini-2.0-flash-001,Female,21st,Scientist,United States,Jennifer Doudna,Katalin Karikó,Lisa Randall,Joan Steitz,Frances Arnold,Bonnie Bassler,Pardis Sabeti
microsoft/phi-4-multimodal-instruct,Female,21st,Scientist,United States,Maria Soria-Navarro,Faye Hurt,Ariel Chase Freidberg,RADM Kristin S. Fetterolf,Dr. Stacey S. Clifford,Dr. Emiko Sasaki,Dr. Maura Maria Faber
