Name,Gender,Century,Scope,Country,DeepSeek_top5_keywords,DeepSeek_sent_neg,DeepSeek_sent_neu,DeepSeek_sent_pos,DeepSeek_sent_compound,DeepSeek_polarity,DeepSeek_subjectivity,Gemini_top5_keywords,Gemini_sent_neg,Gemini_sent_neu,Gemini_sent_pos,Gemini_sent_compound,Gemini_polarity,Gemini_subjectivity,Llama_top5_keywords,Llama_sent_neg,Llama_sent_neu,Llama_sent_pos,Llama_sent_compound,Llama_polarity,Llama_subjectivity,Phi_top5_keywords,Phi_sent_neg,Phi_sent_neu,Phi_sent_pos,Phi_sent_compound,Phi_polarity,Phi_subjectivity,ChatGPT_top5_keywords,ChatGPT_sent_neg,ChatGPT_sent_neu,ChatGPT_sent_pos,ChatGPT_sent_compound,ChatGPT_polarity,ChatGPT_subjectivity
Hiroko Yamamoto,Female,20th,Economist,Japan,"yamamoto, tokyo, japan, hiroko, feminist",0.076,0.789,0.134,0.8001,0.0366666666666666,0.3366666666666666,"yamamoto, japanese, possibly, literature, hiroko",0.043,0.838,0.119,0.9393,0.1048809523809523,0.3380952380952381,"yamamoto, american, asian, japanese, cultural",0.051,0.836,0.113,0.9136,0.0876666666666666,0.2036666666666666,"yamamoto, shimbun, japanese, publishing, smokes",0.0,0.896,0.104,0.9575,0.0935185185185185,0.3842592592592593,"yamamoto, tokyo, japanese, literature, literary",0.008,0.804,0.188,0.9931,0.1278900112233445,0.342452300785634
Ayşe Buğra,Female,20th,Economist,Turkey,"buğra, turkey, social, korkut, boratav",0.044,0.876,0.08,0.7506,0.0641666666666666,0.2941666666666667,"buğra, turkey, ayşe, social, economic",0.043,0.786,0.171,0.9763,0.1519444444444444,0.2475,"buğra, turkey, economic, social, turkish",0.009,0.924,0.067,0.9042,0.0944444444444444,0.2121527777777778,"buğra, ottoman, turkish, nationalism, turkey",0.0,0.913,0.087,0.9524,0.0357638888888888,0.3232638888888888,"buğra, social, turkey, sociology, welfare",0.011,0.906,0.083,0.9581,0.1108585858585858,0.3032828282828283
Aysel Yelken,Female,20th,Economist,Turkey,"yelken, istanbul, turkish, women, kıyısında",0.08,0.789,0.131,0.7478,0.1769230769230769,0.3948717948717947,"yelken, young, people, reading, literature",0.011,0.811,0.179,0.9869,0.1150537634408602,0.35752688172043,"get_biography_info, yelken, aysel, спектакль, ferro",0.0,1.0,0.0,0.0,0.0,0.0,"yelken, children, aysel, turkish, book",0.011,0.824,0.165,0.9849,0.184090909090909,0.3969696969696969,"yelken, turkish, aysel, istanbul, literary",0.008,0.785,0.207,0.995,0.1506410256410256,0.3278846153846153
Aysu İnsel,Female,20th,Economist,Turkey,"nsel, story, yalnızca, gökyüzü, yüzler",0.0,0.856,0.144,0.9806,0.1136363636363636,0.2969696969696969,"nsel, children, literature, turkish, french",0.014,0.894,0.092,0.9349,0.1426923076923077,0.2688461538461538,"nsel, turkish, turkey, editor, aysu",0.0,0.915,0.085,0.9337,0.0844202898550724,0.35,"nsel, turkish, aysu, poetry, kemal",0.0,0.821,0.179,0.9889,0.1680014430014429,0.4807720057720057,"nsel, aysu, şehir, oyunu, turkey",0.008,0.783,0.209,0.9948,0.1498440285204991,0.3717023172905525
Aysıt Tansel,Female,20th,Economist,Turkey,"tansel, turkish, poetry, literature, istanbul",0.027,0.81,0.163,0.9758,0.1657407407407407,0.386574074074074,"tansel, aysıt, turkey, academic, economics",0.015,0.9,0.085,0.9217,0.0855681818181818,0.3456439393939394,"tansel, economics, aysıt, metu, research",0.013,0.941,0.046,0.7579,0.0798611111111111,0.3680555555555555,"tansel, turkish, aysıt, kız, journalistic",0.01,0.878,0.112,0.9623,0.0967592592592592,0.2939814814814814,"tansel, aysıt, turkish, literature, literary",0.009,0.817,0.175,0.9911,0.1072206439393939,0.3860795454545453
Berrin Aktın,Female,20th,Economist,Turkey,"aktın, turkish, literature, academic, berrin",0.0,0.886,0.114,0.9643,0.1423611111111111,0.3107638888888889,"aktın, young, berrin, writing, turkish",0.0,0.803,0.197,0.9899,0.1491071428571428,0.4458333333333334,"aktın, unutma, beni, turkish, ankara",0.0,0.87,0.13,0.9819,0.1463768115942029,0.3456521739130434,"aktın, film, evde, düşer, aslanlar",0.0,0.796,0.204,0.9958,0.182142857142857,0.3573809523809523,"aktın, turkish, literature, writing, literary",0.0,0.844,0.156,0.9874,0.1238344988344988,0.3626748251748251
Joan Robinson,Female,20th,Economist,United Kingdom,"robinson, economics, keynesian, capital, competition",0.054,0.832,0.114,0.9125,0.1354166666666666,0.3881944444444444,"robinson, keynesian, economics, accumulation, economic",0.09,0.809,0.1,0.1687,0.2085978835978836,0.5524250440917107,"robinson, economics, economic, imperfect, competition",0.049,0.857,0.094,0.9022,0.1788461538461539,0.3935897435897434,"robinson, economics, keynesian, cambridge, economic",0.06,0.825,0.115,0.9325,0.1313405797101449,0.3684782608695651,"robinson, economic, imperfect, joan, 1903",0.057,0.834,0.109,0.936,0.1505336617405583,0.3399014778325123
Phyllis Deane,Female,20th,Economist,United Kingdom,"deane, economic, british, history, industrial",0.027,0.917,0.055,0.3499,0.1319444444444445,0.2013888888888889,"deane, economic, phyllis, cambridge, quantitative",0.027,0.921,0.052,0.6597,0.1645833333333334,0.3049242424242425,"deane, economic, british, cambridge, academic",0.041,0.912,0.047,-0.0772,0.1194444444444444,0.2118686868686869,"deane, economic, newnham, industrial, cambridge",0.0,0.884,0.116,0.9758,0.1384057971014493,0.2260869565217391,"deane, economics, economic, academic, cambridgeshire",0.009,0.921,0.069,0.91,0.1450757575757576,0.271969696969697
Barbara Wootton,Female,20th,Economist,United Kingdom,"wootton, lords, criminal, crime, policy",0.088,0.798,0.114,0.7043,0.0023809523809523,0.3043417366946778,"wootton, social, criminal, crime, criminology",0.151,0.734,0.116,-0.9349,0.0639880952380952,0.3151785714285714,"wootton, social, delinquency, abinger, bedford",0.019,0.877,0.104,0.9485,0.0991228070175438,0.3350877192982456,"wootton, barbara, british, social, service",0.027,0.841,0.132,0.9738,0.0848039215686274,0.2321078431372548,"wootton, social, policy, public, british",0.011,0.85,0.139,0.9849,0.081797138047138,0.2438762626262625
Sheila Dow,Female,20th,Economist,United Kingdom,"dow, economic, methodology, economics, inquiry",0.027,0.89,0.082,0.8701,0.1536231884057971,0.3405797101449275,"economics, dow, stirling, methodological, economic",0.011,0.894,0.095,0.9468,0.1853333333333333,0.4573333333333332,"dow, economics, methodology, scottish, stirling",0.0,0.942,0.058,0.8885,0.1300724637681159,0.3373188405797101,"dow, sheila, play, theatre, british",0.043,0.754,0.203,0.9943,0.1711790461790461,0.3751071001071001,"dow, economics, monetary, sheila, heterodox",0.0,0.862,0.138,0.9858,0.164262187088274,0.3433135704874835
"Amartya Sen (though primarily known as a philosopher, her early work was in economics and influenced UK economic thought)",Female,20th,Economist,United Kingdom,"sen, economics, famines, trinity, development",0.049,0.812,0.139,0.9659,0.0435897435897435,0.1217948717948718,"sen, economics, famines, poverty, welfare",0.049,0.831,0.12,0.9519,0.0783902691511387,0.2745859213250517,"sen, economics, measurement, poverty, ordinal",0.039,0.878,0.083,0.9136,0.09,0.2783333333333332,"sen, famine, economics, development, poverty",0.034,0.865,0.101,0.8979,0.0939393939393939,0.2696969696969697,"sen, economics, amartya, poverty, famine",0.059,0.798,0.144,0.9705,0.0496794871794871,0.310576923076923
Elsie MacGill,Female,20th,Inventor,Canada,"canadian, macgill, aeronautical, engineering, women",0.054,0.835,0.111,0.8591,0.0476190476190476,0.330952380952381,"elsie, aeronautical, engineering, cc, macgill",0.055,0.883,0.062,-0.1027,0.0803030303030303,0.4181818181818181,"macgill, aeronautical, engineering, women, ccf",0.045,0.888,0.066,0.4215,0.1493923611111111,0.4217013888888889,"macgill, engineering, raf, british, royce",0.031,0.873,0.096,0.9531,0.1644179894179894,0.3427248677248677,"macgill, canadian, engineering, elsie, women",0.035,0.869,0.096,0.935,0.1681372549019608,0.5019607843137256
Harriet Brooks,Female,20th,Inventor,Canada,"brooks, curie, rutherford, barnard, nuclear",0.059,0.935,0.007,-0.8885,0.1395604395604395,0.3733516483516483,"brooks, recoil, radioactive, harriet, rutherford",0.054,0.873,0.073,0.2677,0.1611344537815126,0.5526610644257703,"brooks, radioactivity, mcgill, women, recoil",0.027,0.916,0.057,0.6121,0.1958333333333333,0.4297619047619048,"brooks, toronto, harriet, rays, woman",0.018,0.873,0.109,0.9743,0.1787037037037037,0.4782407407407408,"brooks, physics, harriet, nuclear, developments",0.011,0.943,0.046,0.743,0.1588235294117647,0.4691176470588235
Ursula Franklin,Female,20th,Inventor,Canada,"franklin, pacifist, canada, science, materials",0.049,0.805,0.146,0.9643,0.1777777777777778,0.2430555555555555,"franklin, ursula, technology, scientific, toronto",0.043,0.872,0.085,0.8176,0.1115942028985507,0.4130434782608695,"franklin, pacifist, materials, toronto, science",0.019,0.887,0.094,0.9552,0.1134469696969697,0.4080176767676767,"franklin, technology, science, ethical, harwell",0.04,0.786,0.174,0.9934,0.1179824561403509,0.4039473684210525,"franklin, ursula, activist, advancements, canada",0.0,0.851,0.149,0.9893,0.150438596491228,0.5109649122807017
Agnes Mary Robertson Macdonell,Female,20th,Inventor,Canada,"macdonell, tontine, scottish, 1922, story",0.02,0.871,0.109,0.8795,0.125,0.4245833333333333,"agnes, egerton, castle, partnership, fencing",0.041,0.7,0.259,0.9953,0.2347701149425287,0.4499999999999999,"macdonell, journalist, george, translator, colours",0.017,0.837,0.146,0.9769,0.0847826086956521,0.3210144927536232,"macdonell, victoria, wolfings, native, social",0.008,0.821,0.171,0.9915,0.1166666666666666,0.3558333333333332,"macdonell, robertson, children, agnes, mary",0.014,0.826,0.161,0.9875,0.2103650137741046,0.5119490358126721
Alice Wilson,Female,20th,Inventor,Canada,"wilson, geology, geologist, canada, ontario",0.041,0.853,0.105,0.9122,0.2041208791208791,0.3590659340659341,"wilson, gsc, fossils, paleontology, geologist",0.039,0.877,0.084,0.8205,0.18125,0.5296875000000001,"geology, geological, canada, geologist, canadian",0.025,0.898,0.077,0.9022,0.1764069264069264,0.4878246753246752,"wilson, african, american, education, methodist",0.039,0.916,0.045,-0.0258,0.0919871794871795,0.2086538461538461,"wilson, canadian, women, alice, literature",0.0,0.905,0.095,0.9545,0.0627878787878788,0.3281818181818181
Aletta Jacobs,Female,20th,Inventor,Netherlands,"jacobs, women, suffrage, dutch, 1929",0.028,0.867,0.105,0.93,0.2203703703703703,0.2222222222222222,"jacobs, women, aletta, netherlands, dutch",0.106,0.717,0.178,0.9662,0.0652691511387163,0.4151656314699792,"jacobs, women, suffrage, medical, dutch",0.0,0.888,0.112,0.9738,0.1426190476190476,0.3130357142857142,"jacobs, medical, jacob, women, aletta",0.01,0.87,0.12,0.9788,0.1442307692307692,0.3477564102564102,"jacobs, women, medicine, rights, reproductive",0.016,0.906,0.079,0.9118,0.1348484848484848,0.4359848484848485
Johanna Westerdijk,Female,20th,Inventor,Netherlands,"westerdijk, fungal, plant, utrecht, laboratory",0.05,0.902,0.048,-0.3387,-0.0166666666666666,0.2363636363636363,"westerdijk, plant, fungal, johanna, amsterdam",0.016,0.897,0.087,0.9325,0.1455882352941176,0.4088235294117647,"westerdijk, phytopathological, utrecht, laboratory, plant",0.0,0.954,0.046,0.836,0.0979166666666666,0.3590277777777778,"fungi, westerdijk, antilles, johanna, botanist",0.0,0.947,0.053,0.7579,0.1942307692307692,0.4358974358974359,"westerdijk, mycology, fungi, johanna, research",0.041,0.862,0.097,0.9042,0.0732456140350877,0.4381578947368421
Lise Meitner,Female,20th,Inventor,Netherlands,"meitner, hahn, nuclear, fission, physics",0.059,0.845,0.095,0.7906,0.21875,0.4733333333333333,"meitner, hahn, otto, vienna, nuclear",0.061,0.843,0.096,0.7779,0.0859375,0.5094494047619047,"meitner, hahn, nuclear, fission, jewish",0.045,0.88,0.075,0.8391,-0.0053571428571428,0.1767857142857143,"meitner, nuclear, fission, nephew, otto",0.028,0.871,0.1,0.9559,0.1557692307692307,0.3987179487179488,"meitner, hahn, nuclear, lise, energy",0.009,0.845,0.146,0.9874,0.0833333333333333,0.5112745098039215
Truus van Lier,Female,20th,Inventor,Netherlands,"lier, utrecht, resistance, van, act",0.136,0.711,0.154,0.036,0.0125,0.35,"truus, utrecht, assassination, resistance, nazi",0.153,0.757,0.09,-0.9254,0.0322916666666666,0.3916666666666666,"resistance, truus, jews, courage, nazis",0.098,0.738,0.165,0.9623,0.1307017543859649,0.4622807017543859,"lier, van, truus, art, printmaking",0.022,0.773,0.205,0.9923,0.2105681818181818,0.5648106060606061,"lier, children, van, truus, literature",0.015,0.824,0.161,0.9813,0.1990013774104682,0.5585399449035813
Anna K. A. D. Naeff,Female,20th,Inventor,Netherlands,"idyllen, naeff, school, dutch, gids",0.095,0.798,0.108,0.5796,0.2156862745098039,0.3627450980392157,"naeff, dutch, anna, progressive, education",0.014,0.769,0.217,0.9931,0.1588888888888889,0.4027777777777777,"naeff, swiss, switzerland, literature, berkeley",0.0,0.897,0.103,0.9678,0.0276666666666666,0.2586666666666666,"naeff, children, klipspringer, tales, fairy",0.03,0.806,0.164,0.9851,0.1373263888888889,0.2909722222222222,"naeff, women, het, dutch, der",0.01,0.889,0.101,0.9666,0.1694444444444444,0.4234126984126984
Afife Batur,Female,20th,Inventor,Turkey,"architectural, ottoman, architecture, batur, itu",0.0,0.951,0.049,0.836,0.1345238095238095,0.3738095238095238,"batur, architectural, istanbul, afife, turkish",0.0,0.879,0.121,0.9732,0.0953703703703703,0.3921296296296295,"architectural, batur, architecture, turkish, itu",0.0,0.937,0.063,0.9118,0.0768939393939393,0.293939393939394,"batur, turkish, afife, theater, existentialism",0.026,0.823,0.151,0.9753,0.0966507177033492,0.4585725677830941,"batur, turkish, poetry, afife, literature",0.0,0.864,0.136,0.987,0.1346801346801347,0.4085016835016835
Ayla Davutyan,Female,20th,Inventor,Turkey,"davutyan, azerbaijani, baku, cultural, literature",0.012,0.873,0.116,0.9501,0.1177878787878787,0.3538484848484847,"armenian, davutyan, yerevan, anthologized, ayla",0.0,0.842,0.158,0.9816,0.1056998556998556,0.4141053391053391,"armenian, davutyan, turkish, turkey, yogenç",0.0,0.874,0.126,0.9843,0.093560606060606,0.2598484848484848,"davutyan, creative, film, armenian, sirens",0.02,0.843,0.137,0.9831,0.1256944444444444,0.370486111111111,"armenian, davutyan, armenia, yerevan, ayla",0.018,0.831,0.151,0.9837,0.0972309299895506,0.3547544409613375
Aysun Yıldız,Female,20th,Inventor,Turkey,"yıldız, turkish, gezegeni, aysun, narratives",0.015,0.844,0.142,0.9633,0.0755555555555555,0.2422222222222222,"yıldız, turkish, aysun, literary, literature",0.011,0.888,0.101,0.9552,0.1316558441558441,0.3236742424242423,"aysun, yıldız, person, get_biography, спектакль",0.0,1.0,0.0,0.0,0.0,0.0,"yıldız, turkish, aysun, günler, turkey",0.0,0.861,0.139,0.9858,0.0902878787878787,0.3258484848484848,"yıldız, aysun, turkish, yıldızlar, altında",0.032,0.837,0.131,0.9661,0.109090909090909,0.3601107226107224
Caliye Cerrahoglu,Female,20th,Inventor,Turkey,"coups, cerrahoglu, turkey, workers, 12",0.119,0.754,0.127,0.1027,0.0875,0.375,"cerrahoglu, turkish, literature, caliye, literary",0.025,0.793,0.182,0.9821,0.1494623655913978,0.379032258064516,"communist, cerrahoglu, tkp, turkish, organize",0.051,0.852,0.097,0.7346,0.0877777777777777,0.4611111111111111,"cerrahoglu, turkish, istanbul, modernization, women",0.021,0.836,0.142,0.989,0.1200617283950617,0.3626543209876542,"cerrahoglu, istanbul, caliye, turkish, unheard",0.015,0.852,0.133,0.9829,0.1086884469696969,0.3111979166666666
Canan Dağdeviren,Female,20th,Inventor,Turkey,"wearable, flexible, devices, implantable, dağdeviren",0.014,0.927,0.059,0.7906,0.1541666666666666,0.4361111111111111,"dağdeviren, wearable, devices, science, flexible",0.017,0.882,0.1,0.9501,0.13,0.36,"dağdeviren, canan, get_biography, author, спектакль",0.0,1.0,0.0,0.0,0.0,0.0,"dağdeviren, canan, turkish, 58, serpent",0.027,0.785,0.188,0.9871,0.1830922865013774,0.3426308539944903,"dağdeviren, 35, mit, technology, engineering",0.0,0.874,0.126,0.9823,0.1205128205128205,0.4666666666666667
Sissel Kyrkjebø,Female,20th,Musician,Norway,"sissel, norway, classically, kyrkjebø, albums",0.0,0.791,0.209,0.9898,0.2306547619047619,0.4172619047619048,"sissel, norway, krall, stokkan, wordless",0.0,0.806,0.194,0.9923,0.1625,0.4543478260869565,"sissel, norway, norwegian, albums, classical",0.01,0.811,0.179,0.9894,0.1516528925619834,0.4446969696969696,"kyrkjebø, norwegian, music, composer, classical",0.0,0.817,0.183,0.9925,0.1934523809523809,0.3017857142857142,"sissel, music, musical, classical, norwegian",0.0,0.883,0.117,0.9823,0.1438172043010752,0.3655913978494624
Kari Bremnes,Female,20th,Musician,Norway,"bremnes, norwegian, det, angår, brukket",0.013,0.829,0.158,0.9764,0.09375,0.3781249999999999,"bremnes, gåte, norwegian, music, folk",0.023,0.749,0.228,0.9949,0.1970238095238095,0.4422619047619047,"bremnes, ola, kari, folk, brothers",0.0,0.89,0.11,0.9737,0.1162280701754385,0.3241228070175438,"bremnes, wilhelmsen, snake, glass, police",0.049,0.754,0.196,0.9928,0.1843344155844156,0.4510551948051948,"bremnes, music, kari, blaue, norway",0.012,0.853,0.135,0.9851,0.1315025252525252,0.3712121212121212
Kirsten Flagstad,Female,20th,Musician,Norway,"opera, isolde, flagstad, norway, hamar",0.08,0.862,0.058,-0.8225,0.2127164502164502,0.4485389610389609,"flagstad, wagnerian, opera, isolde, soprano",0.061,0.836,0.102,0.8588,0.1286421911421911,0.5344696969696969,"opera, wagnerian, flagstad, soprano, met",0.039,0.896,0.065,0.4966,0.1302777777777777,0.3883333333333333,"flagstad, opera, wagner, operettas, operas",0.059,0.822,0.119,0.9299,0.1364197530864197,0.458641975308642,"flagstad, wagnerian, isolde, sopranos, operatic",0.031,0.832,0.137,0.9692,0.2096320346320346,0.4817099567099566
Mari Boine,Female,20th,Musician,Norway,"sámi, boine, gula, indigenous, council",0.031,0.845,0.124,0.9612,0.1051282051282051,0.2474358974358974,"sámi, boine, gula, music, cultural",0.0,0.863,0.137,0.9826,0.1006666666666666,0.354,"sami, boine, music, mari, traditional",0.005,0.826,0.169,0.9907,0.1506944444444444,0.5347222222222222,"boine, sami, joik, sámi, mari",0.008,0.869,0.123,0.9818,0.1029166666666666,0.4341666666666667,"sámi, boine, indigenous, gula, mari",0.013,0.822,0.165,0.9918,0.1149425287356322,0.4985632183908046
Anne Grete Preus,Female,20th,Musician,Norway,"preus, norwegian, mental, bør, månemannen",0.038,0.768,0.194,0.9843,0.0619047619047618,0.4507936507936508,"preus, norwegian, grete, music, anne",0.022,0.824,0.154,0.985,0.1763963963963963,0.47,"preus, og, music, norwegian, album",0.0,0.836,0.164,0.9884,0.2152935606060605,0.4482007575757575,"preus, norwegian, grete, anne, norway",0.015,0.838,0.147,0.9876,0.0975308641975308,0.2749999999999999,"preus, norwegian, music, norway, folk",0.039,0.79,0.171,0.9885,0.1425287356321839,0.4758620689655172
Montserrat Caballé,Female,20th,Musician,Spain,"caballé, opera, barcelona, performing, substituted",0.013,0.782,0.205,0.9899,0.2580357142857143,0.5226190476190476,"caballé, opera, montserrat, operatic, barcelona",0.0,0.869,0.131,0.9814,0.2101689976689976,0.4645261789492559,"barcelona, opera, donizetti, performing, borgia",0.0,0.868,0.132,0.9804,0.235064935064935,0.524025974025974,"caballé, opera, montserrat, repertoire, music",0.0,0.801,0.199,0.9925,0.2339306526806526,0.4194055944055944,"caballé, opera, montserrat, barcelona, music",0.0,0.878,0.122,0.9846,0.1285714285714285,0.3595238095238096
Alicia de Larrocha,Female,20th,Musician,Spain,"granados, albéniz, larrocha, spanish, barcelona",0.015,0.81,0.175,0.9805,0.1354166666666666,0.3531249999999999,"larrocha, granados, spanish, albéniz, enrique",0.012,0.829,0.158,0.9861,0.0629310344827586,0.2701149425287356,"larrocha, albéniz, spanish, pianists, marshall",0.0,0.854,0.146,0.9898,0.1282407407407407,0.4450617283950617,"larrocha, pianists, alicia, concert, piano",0.004,0.857,0.139,0.9888,0.1840909090909091,0.3873543123543123,"larrocha, spanish, music, alicia, barcelona",0.008,0.862,0.13,0.9833,0.1012690266722524,0.3567518503002373
Ana Belén,Female,20th,Musician,Spain,"belén, protest, la, actress, ana",0.019,0.81,0.171,0.9858,0.2291666666666666,0.3729166666666667,"spanish, belén, actress, theatre, ana",0.018,0.796,0.186,0.9907,0.2156249999999999,0.453125,"belén, ana, films, started, morbo",0.0,0.851,0.149,0.9881,0.168859649122807,0.4521929824561402,"belén, spanish, ana, actress, singer",0.0,0.8,0.2,0.9935,0.1458333333333333,0.3194444444444443,"belén, spanish, film, music, theater",0.0,0.843,0.157,0.9906,0.1606565656565656,0.3095959595959596
