"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Alicia P. García","Female","21st","Economist","Mexico","garcía, spanish, literary, valencia, sagunto","0.009","0.884","0.107","0.9618","0.08333333333333334","0.274074074074074"
"Ana Lucía Sojo","Female","21st","Economist","Mexico","venezuelan, aguerrevere, sojo, chávez, lucía","0.04","0.885","0.075","0.7574","0.10841269841269842","0.35825396825396827"
"Joanna Tyrowicz","Female","21st","Economist","Poland","economics, tyrowicz, warsaw, economic, institutions","0.014","0.892","0.094","0.9643","0.10431034482758621","0.2632847038019452"
"Agnieszka Chłoń-Domińczak","Female","21st","Economist","Poland","chłoń, domińczak, pension, policy, economic","0.009","0.958","0.034","0.743","0.08684062850729518","0.24985970819304157"
"Elżbieta Mączyńska","Female","21st","Economist","Poland","mączyńska, polish, economics, economic, warsaw","0.013","0.895","0.092","0.9665","0.0728395061728395","0.23148148148148148"
"Ewa Balcerowicz","Female","21st","Economist","Poland","monetary, economics, policy, economic, balcerowicz","0.009","0.902","0.089","0.967","0.11468253968253968","0.27341269841269844"
"Grażyna Ancyparowicz","Female","21st","Economist","Poland","ancyparowicz, senate, economic, policy, polish","0.021","0.877","0.102","0.9612","0.10745614035087721","0.20877192982456144"
"Natália Barbosa","Female","21st","Economist","Portugal","barbosa, portuguese, literary, academic, literature","0.031","0.873","0.096","0.9217","0.12580645161290324","0.36048387096774187"
"Ana Paula Caffarelli","Female","21st","Economist","Portugal","caffarelli, brazilian, literary, writing, paulo","0.012","0.837","0.15","0.986","0.1388888888888889","0.3412698412698413"
"Ana Pessoa","Female","21st","Economist","Portugal","angola, pessoa, angolan, mpla, women","0.0","0.889","0.111","0.9766","0.0700757575757576","0.3951599326599326"
"Ana Rute Cardoso","Female","21st","Economist","Portugal","labor, cardoso, economics, iae, autònoma","0.0","0.948","0.052","0.9001","0.11920289855072466","0.30289855072463767"
"Carla Borges","Female","21st","Economist","Portugal","borges, carla, literary, portuguese, gaivota","0.011","0.885","0.104","0.9524","0.10576298701298702","0.3829004329004329"
"Kim So-young","Female","21st","Economist","South Korea","film, korean, cinema, kim, biff","0.029","0.843","0.128","0.9713","0.03465909090909091","0.2556818181818182"
"Chang Ha-joon","Female","21st","Economist","South Korea","joon, ha, chang, economics, cambridge","0.018","0.854","0.129","0.9803","0.1486904761904762","0.35202380952380957"
"Lee Jeong-hwa","Female","21st","Economist","South Korea","lee, korea, south, seoul, hwa","0.011","0.89","0.099","0.9599","0.12012121212121211","0.2595151515151515"
"An Min Soo","Female","21st","Economist","South Korea","min, soo, korean, korea, novels","0.025","0.871","0.104","0.9732","0.1412634408602151","0.3467741935483871"
"Bonggeun Kim","Female","21st","Economist","South Korea","kim, economics, south, korea, university","0.0","0.925","0.075","0.9468","0.1109375","0.33645833333333336"
"Diane Coyle","Female","21st","Economist","United Kingdom","coyle, economics, gdp, british, public","0.0","0.931","0.069","0.9393","0.09999999999999999","0.29384057971014493"
"Rachel Griffith","Female","21st","Economist","United Kingdom","griffiths, actress, aacta, hilary, rachel","0.028","0.758","0.214","0.9946","0.3","0.315"
"Kate Barker","Female","21st","Economist","United Kingdom","barker, mpc, uk, policy, housing","0.0","0.954","0.046","0.8126","0.09375","0.371875"
"Clare Lombardelli","Female","21st","Economist","United Kingdom","lombardelli, historical, biographies, historians, queen","0.03","0.84","0.13","0.9774","0.18109668109668112","0.2660894660894661"
"Kate Raworth","Female","21st","Economist","United Kingdom","raworth, doughnut, economics, economic, oxford","0.03","0.82","0.15","0.9806","0.1835016835016835","0.3132154882154882"
"María Alejandra Molina","Female","21st","Inventor","Argentina","venezuelan, molina, venezuela, literature, literary","0.015","0.868","0.117","0.9707","0.0923076923076923","0.26955128205128204"
"Amanda Marenzio.","Female","21st","Inventor","Argentina","maternal, health, marenzio, mortality, morbidity","0.01","0.904","0.085","0.9263","0.04843750000000001","0.3567708333333333"
"Ana M. M. González","Female","21st","Inventor","Argentina","gonzález, literary, cuba, bazán, edmundo","0.02","0.833","0.147","0.9796","0.13305555555555557","0.38194444444444436"
"Andrea F. M. S. Marín","Female","21st","Inventor","Argentina","marín, andrea, get_biography, author, спектакль","0.0","1.0","0.0","0.0","0.0","0.0"
"Andrea Gamarnik","Female","21st","Inventor","Argentina","gamarnik, viral, replication, science, argentina","0.0","0.874","0.126","0.9812","0.19444444444444445","0.5194444444444444"
"Barbara Mazzolai","Female","21st","Inventor","Italy","mazzolai, biorobotics, iit, robotics, plant","0.0","0.88","0.12","0.9776","0.10733471074380165","0.3664944903581267"
"Alessia Cingolani","Female","21st","Inventor","Italy","team, cingolani, championships, event, medal","0.0","0.787","0.213","0.9943","0.11025641025641025","0.41858974358974355"
"Anna T. M. Benassi","Female","21st","Inventor","Italy","benassi, anna, get_biography, author, ferromagnetic","0.0","1.0","0.0","0.0","0.0","0.0"
"Anna Zappia","Female","21st","Inventor","Italy","accomplishments, zappia, clients, keynote, literacy","0.0","0.818","0.182","0.9868","0.11070936639118457","0.4569903581267216"
"Barbara Ambrosio","Female","21st","Inventor","Italy","ambrosio, bologna, writing, italian, translator","0.01","0.837","0.154","0.9856","0.15866666666666668","0.36099999999999993"
"Aissa Bentele","Female","21st","Inventor","Netherlands","aïssa, algerian, algeria, bentebale, writing","0.012","0.897","0.091","0.9551","0.038383838383838374","0.3337662337662337"
"Annemiek van Deuren","Female","21st","Inventor","Netherlands","deuren, van, dutch, moeder, terug","0.021","0.889","0.09","0.9274","0.09429824561403509","0.4697368421052631"
"Anouk Beerentjes","Female","21st","Inventor","Netherlands","beerentjes, dutch, writing, drijft, eend","0.0","0.861","0.139","0.9858","0.1916407867494824","0.4676501035196687"
"Carina Vinken","Female","21st","Inventor","Netherlands","vinken, cologne, writing, german, abitur","0.015","0.888","0.097","0.959","0.14310344827586208","0.36954022988505747"
"Carola van Pul","Female","21st","Inventor","Netherlands","pul, langchain_community, wikipediaqueryrun, wikipediaapiwrapper, carola","0.0","1.0","0.0","0.0","0.0","0.0"
"Elif Bilgin","Female","21st","Inventor","Turkey","film, festival, films, bilgin, antalya","0.009","0.726","0.265","0.9964","0.20277777777777775","0.3733333333333333"
"Ahu Büyükkuşoğlu Serter","Female","21st","Inventor","Turkey","turkish, details, available, life, büyükkuşoğlu","0.0","0.934","0.066","0.8555","0.13253968253968257","0.42896825396825394"
"Arzum Onan","Female","21st","Inventor","Turkey","onan, pageant, turkish, entertainment, turkey","0.013","0.812","0.175","0.9896","0.23815789473684207","0.4618421052631579"
"Aslı Cakır","Female","21st","Inventor","Turkey","alptekin, ban, doping, offense, attributed","0.12","0.723","0.157","0.8851","0.14707792207792206","0.332142857142857"
"Shania Twain","Female","21st","Musician","Canada","twain, selling, best, music, performing","0.051","0.837","0.111","0.9298","0.11923076923076924","0.3269230769230769"
"Alanis Morissette","Female","21st","Musician","Canada","morissette, alanis, rug, forks, junkie","0.077","0.736","0.186","0.9859","0.1400297619047619","0.39791666666666664"
"Grimes","Female","21st","Musician","Canada","grimes, music, unapologetic, visions, janelle","0.076","0.795","0.129","0.9555","0.14246031746031745","0.5523809523809524"
"Nelly Furtado","Female","21st","Musician","Canada","furtado, nelly, music, album, singles","0.0","0.864","0.136","0.9798","0.10787007110536523","0.33999676793794437"
"Avril Lavigne","Female","21st","Musician","Canada","lavigne, avril, ontario, singing, sk8er","0.031","0.85","0.118","0.9694","0.1228219696969697","0.3618371212121212"
"Christine & the Queens","Female","21st","Musician","France","letissier, christine, queens, music, tilted","0.01","0.834","0.156","0.9866","0.15190909090909088","0.42918181818181816"
"Zaz","Female","21st","Musician","France","zaz, bordeaux, singing, music, veux","0.0","0.825","0.175","0.9905","0.17045454545454544","0.3696969696969697"
"Alizée","Female","21st","Musician","France","alizée, french, boutonnat, farmer, television","0.0","0.864","0.136","0.9839","0.12551652892561985","0.43575855962219595"
"Angèle","Female","21st","Musician","France","angèle, belgium, french, france, pop","0.019","0.836","0.144","0.9819","0.1828204404291361","0.39057029926595144"
"Aya Nakamura","Female","21st","Musician","France","nakamura, aya, malian, pop, pardon","0.006","0.831","0.163","0.988","0.17237103174603174","0.36101190476190476"
"Rosalía","Female","21st","Musician","Spain","flamenco, rosalía, music, catalonia, latin","0.02","0.905","0.075","0.9042","0.08669077134986226","0.3975009838646203"
"Bebe","Female","21st","Musician","Spain","wants, single, staten, tottenville, bros","0.059","0.844","0.097","0.7646","0.09350865800865801","0.3436558441558442"
"Amaia","Female","21st","Musician","Spain","amaia, band, oreja, montero, gogh","0.009","0.84","0.152","0.9868","0.224901185770751","0.5308300395256917"
"Ana Tijoux","Female","21st","Musician","Spain","tijoux, chilean, latin, makiza, music","0.01","0.867","0.124","0.9786","0.08226495726495728","0.3799145299145299"
"Mala Rodríguez","Female","21st","Musician","Spain","rodríguez, mala, hop, hip, spanish","0.017","0.794","0.188","0.9924","0.11805555555555554","0.3124503968253968"
"Sezen Aksu","Female","21st","Musician","Turkey","aksu, sezen, turkish, albums, music","0.0","0.87","0.13","0.9769","0.13296703296703297","0.5267399267399268"
"Göksel","Female","21st","Musician","Turkey","göksel, music, turkey, turkish, singer","0.021","0.798","0.181","0.99","0.1300802139037433","0.4973262032085562"
"Sertab Erener","Female","21st","Musician","Turkey","erener, song, eurovision, turkey, contest","0.012","0.789","0.199","0.9872","0.171875","0.334375"
"Hadise","Female","21st","Musician","Turkey","hadise, turkish, tek, music, belgian","0.0","0.762","0.238","0.993","0.24891304347826085","0.43550724637681154"
"Hande Yener","Female","21st","Musician","Turkey","ya, yener, hande, pop, turkish","0.0","0.752","0.248","0.9963","0.13478260869565215","0.49347826086956514"
"Graciela Hierro","Female","21st","Philosopher","Mexico","hierro, feminist, unam, philosophy, women","0.019","0.908","0.074","0.8658","0.08787878787878788","0.3151515151515151"
"Alejandra Carrasco","Female","21st","Philosopher","Mexico","chilean, carrasco, poetry, chile, universidad","0.01","0.916","0.074","0.9246","0.0814935064935065","0.3502164502164502"
"Alejandra Rossi","Female","21st","Philosopher","Mexico","rossi, argentine, literature, writing, buenos","0.01","0.907","0.083","0.936","0.07765151515151517","0.3208754208754208"
"Ana Guadalupe Sampedro","Female","21st","Philosopher","Mexico","nicaragua, sampedro, nicaraguan, unan, literary","0.0","0.884","0.116","0.9771","0.09135802469135801","0.3645061728395061"
"Aurelia Valero Pie","Female","21st","Philosopher","Mexico","valero, pie, spanish, zaragoza, göttingen","0.0","0.849","0.151","0.9873","0.15392561983471073","0.29982782369146005"
"Annemarie Mol","Female","21st","Philosopher","Netherlands","mol, medical, practices, knowledge, medicine","0.0","0.899","0.101","0.9668","0.03194444444444444","0.24768518518518523"
"Joke Hermsen","Female","21st","Philosopher","Netherlands","hermsen, dutch, philosophy, verlangen, verlaat","0.01","0.9","0.089","0.9482","0.09456521739130434","0.3366778149386845"
"Rosi Braidotti","Female","21st","Philosopher","Netherlands","braidotti, utrecht, philosophy, feminist, humanities","0.02","0.94","0.04","0.6808","0.07719298245614034","0.31973684210526315"
"Baukje Prins","Female","21st","Philosopher","Netherlands","prins, dutch, journalism, ijstijd, voorbij","0.0","0.882","0.118","0.9707","0.15916666666666665","0.3666666666666667"
"Caroline van Dover","Female","21st","Philosopher","Netherlands","dover, sea, deep, ecosystems, van","0.0","0.915","0.085","0.9643","0.0991626794258373","0.34896331738437"
"Maria de Lourdes Pintasilgo","Female","21st","Politician","Portugal","pintasilgo, portuguese, women, catholic, graal","0.0","0.907","0.093","0.9628","0.07681159420289857","0.3456521739130435"
"Ana Catarina Mendes","Female","21st","Politician","Portugal","parliamentary, portuguese, committee, member, xxi","0.007","0.891","0.102","0.9545","0.12941176470588237","0.4235294117647059"
"Ana Gomes","Female","21st","Politician","Portugal","portuguese, gomes, democracy, timor, european","0.034","0.895","0.071","0.8126","0.059057971014492755","0.2721014492753623"
"Assunção Cristas","Female","21st","Politician","Portugal","cristas, cds, pp, lawyer, party","0.0","0.899","0.101","0.9493","0.1871794871794872","0.3935897435897436"
"Catarina Martins","Female","21st","Politician","Portugal","martins, bloc, left, theatre, actress","0.009","0.837","0.154","0.985","0.16519607843137257","0.4078431372549019"
"Amy Austin","Female","21st","Scientist","Argentina","botany, austin, botanist, pennsylvania, field","0.017","0.872","0.11","0.9578","0.1258116883116883","0.3902056277056277"
"Ana Franchi","Female","21st","Scientist","Argentina","franchi, writing, argentina, readers, literary","0.008","0.815","0.177","0.9919","0.1797878787878788","0.43084848484848487"
"Gabriela González","Female","21st","Scientist","Argentina","ligo, gravitational, gonzález, astronomy, wave","0.0","0.929","0.071","0.9493","0.06538461538461539","0.5340659340659341"
"Sandra Diaz","Female","21st","Scientist","Argentina","biodiversity, díaz, ecology, ecosystem, biology","0.0","0.912","0.088","0.9638","0.048529411764705876","0.2784313725490196"
"Jacqueline Goes de Jesus","Female","21st","Scientist","Brasil","zika, jesus, microbiology, sequencing, virus","0.026","0.847","0.127","0.9726","0.09337121212121213","0.2861742424242424"
"Mayana Zatz","Female","21st","Scientist","Brasil","genetic, zatz, dystrophy, muscular, usp","0.0","0.888","0.112","0.9806","0.13586647727272727","0.4091382575757575"
"Marcia Barbosa","Female","21st","Scientist","Brasil","barbosa, brazilian, fluids, rio, science","0.0","0.922","0.078","0.9517","0.0050000000000000044","0.4017857142857143"
"Adriana Mercadante","Female","21st","Scientist","Brasil","mercadante, bndes, paulo, são, president","0.0","0.937","0.063","0.9168","0.11973684210526318","0.30964912280701756"
"Alice Assmann","Female","21st","Scientist","Brasil","assmann, alice, get_biography, спектакль, ferrero","0.0","1.0","0.0","0.0","0.0","0.0"
