"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Alicia P. García","Female","21st","Economist","Mexico","garcía, puerto, rico, literature, tomorrow","0.016","0.792","0.192","0.9939","0.1355769230769231","0.3993589743589743"
"Ana Lucía Sojo","Female","21st","Economist","Mexico","sojo, venezuelan, lucía, venezuela, literary","0.009","0.891","0.1","0.9595","0.13573667711598747","0.39153605015673976"
"Joanna Tyrowicz","Female","21st","Economist","Poland","tyrowicz, labor, economic, economics, gender","0.032","0.871","0.097","0.9501","0.1185290404040404","0.3915088383838383"
"Agnieszka Chłoń-Domińczak","Female","21st","Economist","Poland","labor, domińczak, chłoń, market, economics","0.019","0.865","0.116","0.9747","0.10066666666666668","0.3406666666666666"
"Elżbieta Mączyńska","Female","21st","Economist","Poland","mączyńska, economic, elżbieta, polish, economics","0.005","0.911","0.085","0.9477","0.11789215686274511","0.27867647058823525"
"Ewa Balcerowicz","Female","21st","Economist","Poland","balcerowicz, economic, institutional, ewa, economics","0.004","0.879","0.117","0.9814","0.09322916666666667","0.2822916666666667"
"Grażyna Ancyparowicz","Female","21st","Economist","Poland","ancyparowicz, economic, monetary, policy, poland","0.004","0.851","0.145","0.9867","0.13198924731182798","0.2747311827956989"
"Natália Barbosa","Female","21st","Economist","Portugal","barbosa, natália, brazilian, paulo, são","0.019","0.871","0.11","0.9612","0.11699999999999999","0.295"
"Ana Paula Caffarelli","Female","21st","Economist","Portugal","paula, ana, caffarelli, reading, brazilian","0.014","0.84","0.146","0.9815","0.2","0.4623456790123456"
"Ana Pessoa","Female","21st","Economist","Portugal","pessoa, ana, portuguese, literature, literary","0.0","0.855","0.145","0.9874","0.15945454545454546","0.41784848484848475"
"Ana Rute Cardoso","Female","21st","Economist","Portugal","cardoso, portuguese, rute, literature, literary","0.02","0.815","0.165","0.986","0.1407878787878788","0.36918181818181806"
"Carla Borges","Female","21st","Economist","Portugal","borges, carla, lisbon, literary, literature","0.008","0.792","0.2","0.9928","0.08446969696969697","0.32305871212121207"
"Kim So-young","Female","21st","Economist","South Korea","kim, literature, korean, seoul, korea","0.012","0.851","0.137","0.9803","0.11276655443322109","0.41529180695847356"
"Chang Ha-joon","Female","21st","Economist","South Korea","chang, economic, economics, development, capitalism","0.026","0.897","0.077","0.9022","0.15052083333333335","0.3255208333333333"
"Lee Jeong-hwa","Female","21st","Economist","South Korea","lee, literary, hwa, jeong, korean","0.009","0.863","0.129","0.9823","0.09895833333333334","0.3190104166666666"
"An Min Soo","Female","21st","Economist","South Korea","korean, min, soo, literary, seoul","0.0","0.814","0.186","0.9933","0.08972222222222223","0.2777777777777777"
"Bonggeun Kim","Female","21st","Economist","South Korea","kim, bonggeun, korean, seoul, literary","0.009","0.855","0.136","0.9853","0.09644886363636365","0.31238162878787873"
"Diane Coyle","Female","21st","Economist","United Kingdom","coyle, economic, economics, gdp, consultancy","0.0","0.904","0.096","0.9659","0.04973958333333332","0.31067708333333327"
"Rachel Griffith","Female","21st","Economist","United Kingdom","griffith, rachel, economics, innovation, research","0.005","0.857","0.138","0.9863","0.14053030303030306","0.4321969696969697"
"Kate Barker","Female","21st","Economist","United Kingdom","barker, literary, martyrs, british, kate","0.065","0.769","0.166","0.9744","0.14694444444444443","0.4027777777777778"
"Clare Lombardelli","Female","21st","Economist","United Kingdom","lombardelli, economic, policy, clare, uk","0.011","0.904","0.085","0.91","0.09999999999999999","0.2454545454545455"
"Kate Raworth","Female","21st","Economist","United Kingdom","raworth, sustainable, economic, doughnut, framework","0.0","0.842","0.158","0.9847","0.19561237373737375","0.40261994949494945"
"María Alejandra Molina","Female","21st","Inventor","Argentina","molina, colombian, colombia, alejandra, maría","0.027","0.831","0.142","0.9777","0.12438271604938274","0.3987654320987653"
"Amanda Marenzio.","Female","21st","Inventor","Argentina","amanda, marenzio, writing, filling, notebooks","0.011","0.838","0.152","0.9814","0.10381944444444446","0.40972222222222215"
"Ana M. M. González","Female","21st","Inventor","Argentina","gonzález, puerto, rican, rico, ana","0.008","0.805","0.187","0.9931","0.14807692307692308","0.42916666666666664"
"Andrea F. M. S. Marín","Female","21st","Inventor","Argentina","insert, andrea, marín, writing, literature","0.009","0.81","0.181","0.9917","0.19494949494949496","0.4684343434343434"
"Andrea Gamarnik","Female","21st","Inventor","Argentina","gamarnik, virology, dengue, viruses, research","0.018","0.888","0.094","0.9533","0.18480392156862746","0.4970588235294117"
"Barbara Mazzolai","Female","21st","Inventor","Italy","mazzolai, robotics, biomimetic, plants, iit","0.0","0.828","0.172","0.9918","0.15037878787878786","0.3723484848484848"
"Alessia Cingolani","Female","21st","Inventor","Italy","cingolani, alessia, literary, writing, instructor","0.008","0.793","0.199","0.9935","0.14707792207792206","0.38679653679653675"
"Anna T. M. Benassi","Female","21st","Inventor","Italy","benassi, psychology, research, social, psychological","0.0","0.831","0.169","0.9915","0.057323232323232325","0.28348484848484845"
"Anna Zappia","Female","21st","Inventor","Italy","zappia, anna, writing, craft, plot","0.017","0.77","0.214","0.9942","0.12912121212121214","0.3675151515151515"
"Barbara Ambrosio","Female","21st","Inventor","Italy","ambrosio, florence, literacy, literary, literature","0.008","0.807","0.185","0.993","0.1393939393939394","0.3409361471861471"
"Aissa Bentele","Female","21st","Inventor","Netherlands","insert, bentele, aissa, year, activism","0.0","0.879","0.121","0.9692","0.1685185185185185","0.39351851851851855"
"Annemiek van Deuren","Female","21st","Inventor","Netherlands","deuren, van, annemiek, literature, dutch","0.009","0.8","0.192","0.992","0.1194534632034632","0.4653409090909091"
"Anouk Beerentjes","Female","21st","Inventor","Netherlands","beerentjes, anouk, amsterdam, dutch, literature","0.008","0.8","0.192","0.9942","0.10061728395061727","0.3589506172839506"
"Carina Vinken","Female","21st","Inventor","Netherlands","vinken, amsterdam, carina, literature, literacy","0.008","0.826","0.166","0.9913","0.1207912457912458","0.3523288439955106"
"Carola van Pul","Female","21st","Inventor","Netherlands","pul, van, carola, literature, podcasts","0.007","0.864","0.129","0.9789","0.1302361853832442","0.4136140819964349"
"Elif Bilgin","Female","21st","Inventor","Turkey","bilgin, environmental, science, materials, sustainable","0.013","0.803","0.184","0.9903","0.16390374331550803","0.4576203208556149"
"Ahu Büyükkuşoğlu Serter","Female","21st","Inventor","Turkey","ahu, turkish, büyükkuşoğlu, serter, television","0.009","0.859","0.132","0.9817","0.09999999999999999","0.3419444444444444"
"Arzum Onan","Female","21st","Inventor","Turkey","onan, arzum, acting, turkish, actress","0.012","0.749","0.239","0.9964","0.2030909090909091","0.4671515151515152"
"Aslı Cakır","Female","21st","Inventor","Turkey","cakır, aslı, literature, literary, turkish","0.009","0.795","0.196","0.9919","0.07767857142857144","0.31636904761904755"
"Shania Twain","Female","21st","Musician","Canada","twain, album, shania, music, country","0.016","0.771","0.213","0.9955","0.23750000000000002","0.5004629629629629"
"Alanis Morissette","Female","21st","Musician","Canada","morissette, jagged, alanis, pill, little","0.028","0.794","0.178","0.9882","0.12264898562975486","0.44774232178078327"
"Grimes","Female","21st","Musician","Canada","grimes, music, artistic, album, visual","0.025","0.856","0.119","0.969","0.17636054421768707","0.5205215419501134"
"Nelly Furtado","Female","21st","Musician","Canada","furtado, nelly, music, say, pop","0.008","0.831","0.162","0.9893","0.1220956127206127","0.40647217365967364"
"Avril Lavigne","Female","21st","Musician","Canada","lavigne, music, avril, lyme, punk","0.025","0.842","0.133","0.9807","0.15402298850574714","0.3994252873563219"
"Christine & the Queens","Female","21st","Musician","France","christine, queens, chaleur, letissier, humaine","0.009","0.842","0.149","0.9843","0.18666666666666668","0.42791666666666667"
"Zaz","Female","21st","Musician","France","zaz, music, chanson, french, jazz","0.0","0.784","0.216","0.9957","0.16216903251786977","0.3942363837712675"
"Alizée","Female","21st","Musician","France","alizée, dancer, french, dance, music","0.0","0.877","0.123","0.9836","0.10155993431855502","0.424055829228243"
"Angèle","Female","21st","Musician","France","angèle, music, oublier, brol, cinq","0.015","0.858","0.127","0.9794","0.1741358024691358","0.33851851851851855"
"Aya Nakamura","Female","21st","Musician","France","nakamura, music, aya, bois, sous","0.0","0.876","0.124","0.9805","0.1749247129681912","0.4196593261810653"
"Rosalía","Female","21st","Musician","Spain","rosalía, flamenco, music, ángeles, album","0.0","0.849","0.151","0.9891","0.19119897959183674","0.46981292517006806"
"Bebe","Female","21st","Musician","Spain","rexha, bebe, music, nominations, songs","0.02","0.842","0.138","0.9813","0.09736500341763502","0.4254647983595352"
"Amaia","Female","21st","Musician","Spain","amaia, basque, euskadi, country, novel","0.009","0.845","0.146","0.9858","0.08284632034632033","0.34569805194805187"
"Ana Tijoux","Female","21st","Musician","Spain","tijoux, hop, hip, latin, chile","0.009","0.866","0.126","0.9816","0.14144570707070706","0.49602272727272734"
"Mala Rodríguez","Female","21st","Musician","Spain","mala, rodríguez, music, spanish, album","0.011","0.835","0.154","0.988","0.1309343434343434","0.4009848484848485"
"Sezen Aksu","Female","21st","Musician","Turkey","aksu, turkish, music, sezen, pop","0.004","0.857","0.138","0.9867","0.2049840510366826","0.4932216905901116"
"Göksel","Female","21st","Musician","Turkey","göksel, music, turkish, pop, lyrics","0.0","0.828","0.172","0.992","0.1444618599791013","0.516405433646813"
"Sertab Erener","Female","21st","Musician","Turkey","erener, sertab, sakin, ol, turkish","0.0","0.816","0.184","0.9925","0.24233333333333326","0.4773333333333333"
"Hadise","Female","21st","Musician","Turkey","hadise, tek, turkish, music, turkey","0.0","0.856","0.144","0.9864","0.14145454545454544","0.512134199134199"
"Hande Yener","Female","21st","Musician","Turkey","yener, music, pop, hande, turkish","0.0","0.848","0.152","0.9895","0.21041666666666667","0.5024305555555555"
"Graciela Hierro","Female","21st","Philosopher","Mexico","hierro, argentina, literary, buenos, aires","0.0","0.889","0.111","0.9779","0.07694444444444445","0.37361111111111106"
"Alejandra Carrasco","Female","21st","Philosopher","Mexico","carrasco, physics, chile, particle, field","0.0","0.853","0.147","0.9887","0.14958333333333335","0.42547619047619045"
"Alejandra Rossi","Female","21st","Philosopher","Mexico","rossi, alejandra, literary, literature, buenos","0.017","0.827","0.156","0.9875","0.10852272727272728","0.31512784090909085"
"Ana Guadalupe Sampedro","Female","21st","Philosopher","Mexico","sampedro, guadalupe, mexico, ana, literary","0.009","0.852","0.139","0.9821","0.10023148148148149","0.38773148148148145"
"Aurelia Valero Pie","Female","21st","Philosopher","Mexico","valero, pie, valencia, literature, aurelia","0.02","0.859","0.121","0.9593","0.12729885057471266","0.3862068965517242"
"Annemarie Mol","Female","21st","Philosopher","Netherlands","mol, medical, practices, healthcare, medicine","0.01","0.882","0.108","0.9732","0.05119047619047619","0.20119047619047623"
"Joke Hermsen","Female","21st","Philosopher","Netherlands","hermsen, joke, sleep, dutch, art","0.016","0.829","0.155","0.9886","0.1037878787878788","0.3571969696969697"
"Rosi Braidotti","Female","21st","Philosopher","Netherlands","braidotti, posthumanism, subjectivity, philosophy, feminist","0.0","0.923","0.077","0.9582","0.08700000000000001","0.32766666666666666"
"Baukje Prins","Female","21st","Philosopher","Netherlands","prins, writing, literary, baukje, literature","0.007","0.852","0.141","0.9714","0.08263888888888891","0.439236111111111"
"Caroline van Dover","Female","21st","Philosopher","Netherlands","marine, dover, ecosystems, hydrothermal, van","0.009","0.881","0.11","0.9716","0.12850877192982457","0.5017543859649123"
"Maria de Lourdes Pintasilgo","Female","21st","Politician","Portugal","pintasilgo, portuguese, women, lourdes, maria","0.01","0.837","0.154","0.9879","0.044047619047619044","0.3607142857142857"
"Ana Catarina Mendes","Female","21st","Politician","Portugal","mendes, ps, socialist, party, portuguese","0.0","0.891","0.109","0.9747","0.07625000000000001","0.4033333333333333"
"Ana Gomes","Female","21st","Politician","Portugal","gomes, portuguese, ana, service, lisbon","0.009","0.849","0.141","0.9826","0.044666666666666674","0.29066666666666663"
"Assunção Cristas","Female","21st","Politician","Portugal","cristas, portuguese, assunção, cds, pp","0.016","0.838","0.145","0.9837","0.1509259259259259","0.35555555555555557"
"Catarina Martins","Female","21st","Politician","Portugal","martins, bloc, portugal, assembly, leadership","0.017","0.836","0.146","0.9851","0.1408216783216783","0.41011072261072257"
"Amy Austin","Female","21st","Scientist","Argentina","austin, amy, midwest, whiting, creative","0.024","0.816","0.16","0.9882","0.11089271089271088","0.39989762489762487"
"Ana Franchi","Female","21st","Scientist","Argentina","franchi, scientific, biotechnology, science, research","0.0","0.895","0.105","0.9645","0.0888888888888889","0.33095238095238094"
"Gabriela González","Female","21st","Scientist","Argentina","gonzález, ligo, gravitational, physics, wave","0.0","0.887","0.113","0.975","0.1375","0.4298611111111111"
"Sandra Diaz","Female","21st","Scientist","Argentina","diaz, environmental, sandra, argentine, literature","0.008","0.842","0.15","0.989","0.21452020202020203","0.4451599326599326"
"Jacqueline Goes de Jesus","Female","21st","Scientist","Brasil","jacqueline, literature, activism, paulo, são","0.014","0.852","0.134","0.9844","0.1152892561983471","0.32066115702479336"
"Mayana Zatz","Female","21st","Scientist","Brasil","genetics, zatz, genetic, usp, scientific","0.0","0.877","0.123","0.9823","0.10649350649350649","0.36013708513708514"
"Marcia Barbosa","Female","21st","Scientist","Brasil","barbosa, water, physics, marcia, scientific","0.0","0.901","0.099","0.9709","0.11323529411764706","0.5029411764705882"
